epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,283.488,3.06688,7.73133,0.82215,0.33174,0.14319,0.13108,0.03618,2.80233,1.71424,0.80411,0.0033315,0.0033315,0.0033315
2,557.642,2.49301,2.58414,0.78437,0.39872,0.22699,0.22289,0.0837,2.05501,1.34014,0.79292,0.00653287,0.00653287,0.00653287
